"SessionID","Configuration Name","Observer","DeviceID","Edited","Session Start Time","Recorded Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Habitat Map","Grid Size","Image Size","Notes","Channel Type","Subject Type","Focal Name","Group Count","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Space Use Grid X","Space Use Grid Y","Space Use Grid XY","Space Use Coordinate X","Space Use Coordinate Y","Space Use Coordinate XY","Question: Scent used and location sprayed?_35"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:10:30","2022-07-20","15:10:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","17","Malayan Tigers","Stereotypy","4","4","4, 4","195","222","195, 222","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:11:00","2022-07-20","15:11:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","18","Malayan Tigers","Stereotypy","5","4","5, 4","212","230","212, 230","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:11:30","2022-07-20","15:11:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","19","Malayan Tigers","Stereotypy","3","4","3, 4","137","210","137, 210","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:12:00","2022-07-20","15:12:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","20","Malayan Tigers","Stereotypy","5","4","5, 4","223","208","223, 208","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:12:30","2022-07-20","15:12:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","21","Malayan Tigers","Stereotypy","5","2","5, 2","235","77","235, 77","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:13:00","2022-07-20","15:13:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","22","Malayan Tigers","Stereotypy","4","5","4, 5","154","300","154, 300","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:13:30","2022-07-20","15:13:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","23","Malayan Tigers","Stereotypy","4","4","4, 4","160","183","160, 183","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:14:00","2022-07-20","15:14:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","24","Malayan Tigers","Stereotypy","5","2","5, 2","229","73","229, 73","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:14:30","2022-07-20","15:14:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","25","Malayan Tigers","Stereotypy","4","2","4, 2","198","78","198, 78","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:15:00","2022-07-20","15:15:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","26","Malayan Tigers","Stereotypy","4","4","4, 4","156","234","156, 234","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:15:30","2022-07-20","15:15:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","27","Malayan Tigers","Investigative Behaviour","4","3","4, 3","170","179","170, 179","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:16:00","2022-07-20","15:16:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","28","Malayan Tigers","Locomotion","5","2","5, 2","201","102","201, 102","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:16:30","2022-07-20","15:16:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","29","Malayan Tigers","Locomotion","5","2","5, 2","219","72","219, 72","Baseline"
"1509","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:02:00","2022-07-20 15:04:04","2022-07-20 15:17:00","2022-07-20 15:17:00","2022-07-20","15:17:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","Missing location at interval 10. Location should be at the left of point B","Interval","Individual","Bongsu","","30","Malayan Tigers","Locomotion","3","6","3, 6","113","304","113, 304","Baseline"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:43:20","2022-07-20","15:43:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","1","Malayan Tigers","Locomotion","4","3","4, 3","192","130","192, 130","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:43:50","2022-07-20","15:43:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","2","Malayan Tigers","Locomotion","4","3","4, 3","198","156","198, 156","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:44:20","2022-07-20","15:44:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","3","Malayan Tigers","Locomotion","5","2","5, 2","248","87","248, 87","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:44:50","2022-07-20","15:44:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","4","Malayan Tigers","Locomotion","5","4","5, 4","212","208","212, 208","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:45:20","2022-07-20","15:45:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","5","Malayan Tigers","Resting/Vigilance","3","6","3, 6","101","309","101, 309","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:45:50","2022-07-20","15:45:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","6","Malayan Tigers","Resting/Vigilance","2","6","2, 6","99","301","99, 301","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:46:20","2022-07-20","15:46:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","7","Malayan Tigers","Resting/Vigilance","2","5","2, 5","99","298","99, 298","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:46:50","2022-07-20","15:46:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","8","Malayan Tigers","Resting/Vigilance","3","6","3, 6","105","301","105, 301","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:47:20","2022-07-20","15:47:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","9","Malayan Tigers","Resting/Vigilance","3","6","3, 6","103","308","103, 308","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:47:50","2022-07-20","15:47:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","10","Malayan Tigers","Resting/Vigilance","3","6","3, 6","104","309","104, 309","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:48:20","2022-07-20","15:48:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","11","Malayan Tigers","Resting/Vigilance","3","5","3, 5","106","300","106, 300","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:48:50","2022-07-20","15:48:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","12","Malayan Tigers","Resting/Vigilance","3","6","3, 6","100","301","100, 301","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:49:20","2022-07-20","15:49:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","13","Malayan Tigers","Resting/Vigilance","2","6","2, 6","98","300","98, 300","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:49:50","2022-07-20","15:49:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","14","Malayan Tigers","Sleeping","2","6","2, 6","99","302","99, 302","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:50:20","2022-07-20","15:50:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","15","Malayan Tigers","Sleeping","3","6","3, 6","100","302","100, 302","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:50:50","2022-07-20","15:50:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","16","Malayan Tigers","Sleeping","2","5","2, 5","99","299","99, 299","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:51:20","2022-07-20","15:51:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","17","Malayan Tigers","Sleeping","2","5","2, 5","98","299","98, 299","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:51:50","2022-07-20","15:51:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","18","Malayan Tigers","Sleeping","2","6","2, 6","98","301","98, 301","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:52:20","2022-07-20","15:52:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","19","Malayan Tigers","Sleeping","2","6","2, 6","98","301","98, 301","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:52:50","2022-07-20","15:52:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","20","Malayan Tigers","Sleeping","2","6","2, 6","97","300","97, 300","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:53:20","2022-07-20","15:53:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","21","Malayan Tigers","Sleeping","2","6","2, 6","98","301","98, 301","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:53:50","2022-07-20","15:53:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","22","Malayan Tigers","Sleeping","2","6","2, 6","98","301","98, 301","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:54:20","2022-07-20","15:54:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","23","Malayan Tigers","Sleeping","2","6","2, 6","98","301","98, 301","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:54:50","2022-07-20","15:54:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","24","Malayan Tigers","Sleeping","2","6","2, 6","97","301","97, 301","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:55:20","2022-07-20","15:55:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","25","Malayan Tigers","Sleeping","2","6","2, 6","98","301","98, 301","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:55:50","2022-07-20","15:55:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","26","Malayan Tigers","Resting/Vigilance","2","5","2, 5","97","299","97, 299","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:56:20","2022-07-20","15:56:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","27","Malayan Tigers","Sleeping","2","5","2, 5","97","299","97, 299","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:56:50","2022-07-20","15:56:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","28","Malayan Tigers","Sleeping","2","6","2, 6","97","302","97, 302","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:57:20","2022-07-20","15:57:20","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","29","Malayan Tigers","Sleeping","2","5","2, 5","98","299","98, 299","Perfume; C and F"
"1510","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-20 15:42:50","2022-07-20 15:42:50","2022-07-20 15:57:50","2022-07-20 15:57:50","2022-07-20","15:57:50","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","30","Malayan Tigers","Sleeping","2","5","2, 5","99","299","99, 299","Perfume; C and F"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:48:38","2022-07-21","14:48:38","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","1","Malayan Tigers","Resting/Vigilance","3","6","3, 6","103","302","103, 302","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:49:08","2022-07-21","14:49:08","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","2","Malayan Tigers","Resting/Vigilance","3","6","3, 6","101","303","101, 303","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:49:38","2022-07-21","14:49:38","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","3","Malayan Tigers","Resting/Vigilance","3","6","3, 6","101","302","101, 302","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:50:08","2022-07-21","14:50:08","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","4","Malayan Tigers","Resting/Vigilance","2","6","2, 6","96","302","96, 302","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:50:38","2022-07-21","14:50:38","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","5","Malayan Tigers","Resting/Vigilance","3","6","3, 6","101","302","101, 302","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:51:08","2022-07-21","14:51:08","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","6","Malayan Tigers","Sleeping","2","6","2, 6","98","301","98, 301","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:51:38","2022-07-21","14:51:38","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","7","Malayan Tigers","Sleeping","2","5","2, 5","97","300","97, 300","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:52:08","2022-07-21","14:52:08","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","8","Malayan Tigers","Sleeping","3","6","3, 6","100","303","100, 303","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:52:38","2022-07-21","14:52:38","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","9","Malayan Tigers","Resting/Vigilance","2","5","2, 5","96","300","96, 300","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:53:08","2022-07-21","14:53:08","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","10","Malayan Tigers","Resting/Vigilance","2","6","2, 6","99","302","99, 302","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:53:38","2022-07-21","14:53:38","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","11","Malayan Tigers","Resting/Vigilance","3","6","3, 6","100","301","100, 301","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:54:08","2022-07-21","14:54:08","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","12","Malayan Tigers","Resting/Vigilance","2","6","2, 6","98","301","98, 301","Baseline"
"1545","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-21 14:48:08","2022-07-21 14:48:08","2022-07-21 15:03:08","2022-07-21 14:54:38","2022-07-21","14:54:38","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","13","Malayan Tigers","Resting/Vigilance","2","6","2, 6","99","303","99, 303","Baseline"
